Property,Value
system:footprint,"{'type': 'Polygon', 'coordinates': [[[-35.21667432713098, -5.818770713231575], [-35.184325809576656, -5.818770713231575], [-35.184325809576656, -5.802575866937607], [-35.21667432713098, -5.802575866937607], [-35.21667432713098, -5.818770713231575]]]}"
